order_id,customer_email,product_name,unit_price,quantity,order_date,channel,country
42,wpowell@example.org,Bluetooth Speaker,39.99,1,2025-04-29,mobile_app,United Kingdom
43,donald53@example.net,Monitor 27-inch,189.0,3,2025-03-31,web,United Kingdom
44,williamsglenn@example.com,Desk Lamp,24.99,1,2025-03-15,web,Pitcairn Islands
45,murraykevin@example.net,Webcam 1080p,59.99,1,2025-03-21,marketplace,United Kingdom
46,chayward@example.net,Noise Cancelling Headphones,149.99,2,2025-06-25,mobile_app,United Kingdom
47,russell65@example.org,USB-C Hub,34.5,3,2025-02-01,web,United Kingdom
48,wrightandrew@example.com,Wireless Mouse,19.99,5,2025-05-21,web,United Kingdom
49,,Bluetooth Speaker,39.99,4,2025-03-13,web,United Kingdom
50,,Monitor 27-inch,189.0,1,2025-01-10,mobile_app,United Kingdom
51,josephine86@example.com,Webcam 1080p,59.99,2,2025-06-14,web,United Kingdom
52,shawwayne@example.net,Monitor 27-inch,189.0,3,2025-01-28,web,United Kingdom
53,kayleigh10@example.com,Desk Lamp,24.99,5,2025-05-25,web,United Kingdom
54,harrisonlawrence@example.net,Monitor 27-inch,189.0,2,2025-03-17,mobile_app,United Kingdom
55,elliott54@example.org,Monitor 27-inch,189.0,4,2025-07-07,marketplace,United Kingdom
56,johnsonjeffrey@example.org,Mechanical Keyboard,79.99,2,2025-02-22,marketplace,United Kingdom
57,diane61@example.com,Mechanical Keyboard,79.99,4,2025-07-15,mobile_app,United Kingdom
58,jessica11@example.com,Webcam 1080p,59.99,3,2025-02-27,web,Afghanistan
59,turnerdarren@example.com,Mechanical Keyboard,79.99,1,2025-05-31,web,Saint Martin
60,andreaowen@example.com,Desk Lamp,24.99,1,2025-06-28,mobile_app,United Kingdom
61,charlie77@example.org,Noise Cancelling Headphones,149.99,3,2025-01-19,marketplace,United Kingdom
62,rrobinson@example.com,Noise Cancelling Headphones,149.99,2,2025-01-03,marketplace,United Kingdom
63,johnbrandon@example.org,Phone Charger Cable,9.99,1,2025-06-02,mobile_app,United Kingdom
64,jeffreypatel@example.com,Webcam 1080p,59.99,2,2025-04-01,mobile_app,Lebanon
65,lewisricky@example.net,Laptop Stand,45.0,3,2025-03-09,web,United Kingdom
66,,USB-C Hub,34.5,3,2025-06-25,mobile_app,United Kingdom
67,vincentfreeman@example.org,Webcam 1080p,59.99,3,2025-06-15,marketplace,United Kingdom
68,justin07@example.net,Desk Lamp,24.99,2,2025-05-06,mobile_app,United Kingdom
69,philiplynch@example.net,Bluetooth Speaker,39.99,5,2025-01-20,marketplace,United Kingdom
70,mcampbell@example.org,Phone Charger Cable,9.99,4,2025-03-18,mobile_app,United Kingdom
71,rebeccadavis@example.net,Laptop Stand,45.0,3,2025-05-21,mobile_app,United Kingdom
72,lsmith@example.org,Mechanical Keyboard,79.99,5,2025-02-08,marketplace,United Kingdom
73,martin81@example.com,Mechanical Keyboard,79.99,5,2025-03-27,web,United Kingdom
74,williamsmax@example.org,Phone Charger Cable,9.99,1,2025-01-20,mobile_app,Bolivia
75,kelly07@example.net,USB-C Hub,34.5,1,2025-03-13,web,United Kingdom
76,rdavies@example.com,USB-C Hub,34.5,4,2025-01-18,mobile_app,United Kingdom
77,garry96@example.net,Bluetooth Speaker,39.99,2,2025-03-01,mobile_app,United Kingdom
78,zclark@example.com,Wireless Mouse,19.99,1,2025-02-25,marketplace,United Kingdom
79,ronaldsmith@example.net,Monitor 27-inch,189.0,5,2025-01-09,marketplace,United Kingdom
80,sharontaylor@example.net,Desk Lamp,24.99,3,2025-07-19,mobile_app,United Kingdom
81,ybrown@example.org,Laptop Stand,45.0,3,2025-06-18,mobile_app,United Kingdom
82,sfox@example.org,USB-C Hub,34.5,1,2025-07-12,marketplace,United Kingdom
83,kenneth50@example.com,Laptop Stand,45.0,2,2025-06-18,mobile_app,Isle of Man
84,smithmelissa@example.org,Monitor 27-inch,189.0,2,2025-07-02,marketplace,United Kingdom
85,robinsonmarian@example.org,Laptop Stand,45.0,-1,2025-04-27,mobile_app,United Kingdom
86,eallen@example.com,Monitor 27-inch,189.0,2,2025-05-01,mobile_app,Gabon
87,maxelliott@example.com,Phone Charger Cable,9.99,4,2025-05-28,marketplace,United Kingdom
88,derek88@example.com,Webcam 1080p,59.99,5,2025-01-04,marketplace,United Kingdom
89,sylvia49@example.org,Laptop Stand,45.0,2,2025-06-18,mobile_app,Saint Martin
90,justin94@example.net,Laptop Stand,45.0,2,2025-06-17,mobile_app,United Kingdom
91,kieranskinner@example.org,Wireless Mouse,19.99,3,2025-04-15,mobile_app,United Kingdom
92,ephillips@example.com,Bluetooth Speaker,39.99,3,2025-03-28,marketplace,United Kingdom
93,geraldinedixon@example.org,Monitor 27-inch,189.0,3,2025-06-02,mobile_app,United Kingdom
94,louisejones@example.com,Mechanical Keyboard,79.99,1,2025-06-25,web,United Kingdom
95,cliffordfrancis@example.com,Webcam 1080p,59.99,1,2025-06-28,marketplace,United Kingdom
96,thompsonaaron@example.com,Webcam 1080p,59.99,2,2025-02-19,web,United Kingdom
97,smithkathryn@example.net,Noise Cancelling Headphones,149.99,1,2025-07-02,marketplace,United Kingdom
98,janet07@example.org,USB-C Hub,34.5,4,2025-05-03,marketplace,United Kingdom
99,susanwilson@example.com,Mechanical Keyboard,79.99,4,2025-01-10,mobile_app,United Kingdom
100,marie07@example.net,Noise Cancelling Headphones,149.99,5,2025-05-14,web,United Kingdom
101,plyons@example.com,Desk Lamp,24.99,4,2025-04-10,web,Kenya
102,nicola62@example.org,Desk Lamp,24.99,1,2025-02-02,mobile_app,United Kingdom
103,danielbrown@example.org,Mechanical Keyboard,79.99,1,2025-03-10,mobile_app,United Kingdom
104,dorothy35@example.com,Noise Cancelling Headphones,149.99,4,2025-05-13,web,United Kingdom
105,cliffordjones@example.com,Phone Charger Cable,9.99,1,2025-04-08,marketplace,United Kingdom
106,evanstony@example.org,Noise Cancelling Headphones,149.99,3,2025-05-30,mobile_app,United Kingdom
107,,Monitor 27-inch,189.0,4,2025-06-12,web,United Kingdom
108,hstevens@example.net,Laptop Stand,45.0,4,2025-02-03,web,United Kingdom
109,hsteele@example.org,Bluetooth Speaker,39.99,2,2025-01-04,mobile_app,United Kingdom
110,carpenterjessica@example.org,USB-C Hub,34.5,2,2025-01-29,marketplace,United Kingdom
111,dorothymorris@example.net,Mechanical Keyboard,79.99,1,2025-05-27,web,United Kingdom
112,uharding@example.com,Bluetooth Speaker,39.99,2,2025-04-09,marketplace,United Kingdom
113,ljones@example.org,Wireless Mouse,19.99,4,2025-07-04,marketplace,United Kingdom
114,leannebaxter@example.net,Bluetooth Speaker,39.99,5,2025-05-31,mobile_app,United Kingdom
115,rogerflynn@example.net,USB-C Hub,34.5,2,2025-03-27,mobile_app,United Kingdom
116,sian26@example.org,Bluetooth Speaker,39.99,5,2025-03-19,mobile_app,United Kingdom
117,maryevans@example.net,Noise Cancelling Headphones,149.99,3,2025-07-10,mobile_app,United Kingdom
118,francesmartin@example.com,Phone Charger Cable,9.99,3,2025-07-03,web,United Kingdom
119,sharon45@example.net,Bluetooth Speaker,39.99,3,2025-04-09,marketplace,Germany
120,alisonnewton@example.com,Bluetooth Speaker,39.99,2,2025-01-31,mobile_app,United Kingdom
121,joanwaters@example.com,USB-C Hub,34.5,3,2025-01-17,web,United Kingdom
122,graham31@example.org,Bluetooth Speaker,39.99,4,2025-01-02,web,United Kingdom
123,carolesmith@example.org,Laptop Stand,45.0,3,2025-02-15,mobile_app,United Kingdom
124,baileygeorgina@example.org,Laptop Stand,45.0,1,2025-01-13,mobile_app,United Kingdom
125,joebryan@example.org,Desk Lamp,24.99,1,2025-06-16,marketplace,Northern Mariana Islands
126,wthomas@example.org,Mechanical Keyboard,79.99,5,2025-07-07,web,United Kingdom
127,cjones@example.com,Noise Cancelling Headphones,149.99,1,2025-06-28,web,United Kingdom
128,ahmedrichard@example.com,Webcam 1080p,59.99,1,2025-07-01,mobile_app,United Kingdom
129,aaron94@example.com,USB-C Hub,34.5,3,2025-05-03,marketplace,United Kingdom
130,rachael05@example.net,Wireless Mouse,19.99,4,2025-07-19,marketplace,United Kingdom
131,franciscunningham@example.org,Noise Cancelling Headphones,149.99,2,2025-01-20,web,United Kingdom
132,cfranklin@example.org,Mechanical Keyboard,79.99,3,2025-06-25,marketplace,United Kingdom
133,annalynch@example.net,Phone Charger Cable,9.99,2,2025-06-01,mobile_app,United Kingdom
134,,Webcam 1080p,59.99,1,2025-07-14,web,United Kingdom
135,lindsey73@example.com,Desk Lamp,24.99,5,2025-02-05,mobile_app,Netherlands Antilles
136,francescabutler@example.net,Noise Cancelling Headphones,149.99,3,2025-03-04,marketplace,United Kingdom
137,thomsonholly@example.org,Monitor 27-inch,189.0,1,2025-05-18,mobile_app,United Kingdom
138,shanson@example.com,Mechanical Keyboard,79.99,1,2025-04-17,web,Maldives
139,watkinsjanice@example.org,Wireless Mouse,19.99,5,2025-01-17,web,United Kingdom
140,ronald71@example.org,Monitor 27-inch,189.0,5,2025-07-06,marketplace,United Kingdom
141,kathrynwilson@example.com,Laptop Stand,45.0,5,2025-02-21,marketplace,United Kingdom
142,scollins@example.com,Mechanical Keyboard,79.99,4,2025-04-22,marketplace,Peru
143,fbaker@example.org,Webcam 1080p,59.99,4,2025-01-26,marketplace,United Kingdom
144,maureendaniels@example.com,Noise Cancelling Headphones,149.99,1,2025-02-26,web,Bermuda
145,jamescarl@example.org,Bluetooth Speaker,39.99,1,2025-07-15,web,United Kingdom
146,jenna08@example.org,USB-C Hub,34.5,1,2025-07-16,mobile_app,Tajikistan
147,max44@example.com,Laptop Stand,45.0,5,2025-01-02,marketplace,United Kingdom
148,stuartsmith@example.com,USB-C Hub,34.5,4,2025-05-26,marketplace,United Kingdom
149,kbird@example.org,USB-C Hub,34.5,4,2025-01-29,web,United Kingdom
150,barbarapatel@example.com,Wireless Mouse,19.99,4,2025-01-31,marketplace,Monaco
151,tonycole@example.com,Wireless Mouse,19.99,2,2025-06-27,marketplace,United Kingdom
152,jonesmark@example.com,Monitor 27-inch,189.0,4,2025-05-11,web,United Kingdom
153,clifford50@example.net,Webcam 1080p,59.99,4,2025-01-02,marketplace,United Kingdom
154,thompsondean@example.net,Noise Cancelling Headphones,149.99,3,2025-05-15,web,United Kingdom
155,marion39@example.org,USB-C Hub,34.5,3,2025-05-04,mobile_app,United Kingdom
156,callumcraig@example.org,Webcam 1080p,59.99,-1,2025-05-30,mobile_app,United Kingdom
157,denis50@example.org,Webcam 1080p,59.99,4,2025-06-27,marketplace,Central African Republic
158,simpsonmathew@example.net,Mechanical Keyboard,79.99,5,2025-02-18,marketplace,United Kingdom
159,mohamed72@example.com,Phone Charger Cable,9.99,4,2025-01-13,mobile_app,United Kingdom
160,zwright@example.com,USB-C Hub,34.5,1,2025-02-23,mobile_app,United Kingdom
161,vturner@example.org,Laptop Stand,45.0,2,2025-01-21,mobile_app,United Kingdom
162,zoegreen@example.com,Desk Lamp,24.99,1,2025-04-28,web,United Kingdom
163,joseph80@example.com,Desk Lamp,24.99,3,2025-07-14,mobile_app,United Kingdom
164,richard44@example.net,Phone Charger Cable,9.99,2,2025-03-07,mobile_app,United Kingdom
165,gerardthomas@example.com,USB-C Hub,34.5,4,2025-02-12,web,United Kingdom
166,bmorris@example.net,Phone Charger Cable,9.99,4,2025-02-15,web,United Kingdom
167,herbertmark@example.net,Monitor 27-inch,189.0,5,2025-03-26,marketplace,United Kingdom
168,jsmith@example.net,Bluetooth Speaker,39.99,3,2025-02-07,mobile_app,United Kingdom
169,smithmatthew@example.com,Monitor 27-inch,189.0,4,2025-01-04,web,United Kingdom
170,hutchinsoncarole@example.org,Bluetooth Speaker,39.99,3,2025-04-27,marketplace,United Kingdom
171,xhowell@example.net,Bluetooth Speaker,39.99,4,2025-02-07,mobile_app,United Kingdom
172,zoedavies@example.net,Laptop Stand,45.0,4,2025-05-27,mobile_app,United Kingdom
173,yhammond@example.net,Bluetooth Speaker,39.99,5,2025-04-06,mobile_app,United Kingdom
174,charlie42@example.com,Webcam 1080p,59.99,4,2025-03-08,web,Palestinian Territory
175,louise28@example.net,Webcam 1080p,59.99,1,2025-06-04,mobile_app,United Kingdom
176,karen15@example.net,Bluetooth Speaker,39.99,2,2025-06-13,web,United Kingdom
177,kellydale@example.com,Monitor 27-inch,189.0,3,2025-03-20,mobile_app,United Kingdom
178,,USB-C Hub,34.5,3,2025-05-15,mobile_app,Lesotho
179,nashlauren@example.com,Bluetooth Speaker,39.99,1,2025-03-25,mobile_app,United Kingdom
180,,Wireless Mouse,19.99,1,2025-04-28,mobile_app,United Kingdom
181,richardsonrebecca@example.net,Mechanical Keyboard,79.99,5,2025-05-25,web,United Kingdom
182,ruthali@example.org,Laptop Stand,45.0,4,2025-02-24,marketplace,United Kingdom
183,williamsdeclan@example.org,Noise Cancelling Headphones,149.99,4,2025-02-05,mobile_app,United Kingdom
184,ekennedy@example.net,Desk Lamp,24.99,4,2025-02-08,marketplace,United Kingdom
185,myersmelanie@example.org,Phone Charger Cable,9.99,4,2025-06-21,web,United Kingdom
186,robin83@example.net,Monitor 27-inch,189.0,4,2025-04-07,mobile_app,Tanzania
187,mpreston@example.net,Bluetooth Speaker,39.99,3,2025-03-07,web,United Kingdom
188,zahmed@example.org,Phone Charger Cable,9.99,1,2025-03-21,marketplace,United Kingdom
189,aadams@example.org,Webcam 1080p,59.99,1,2025-03-09,web,United Kingdom
190,stokesleah@example.org,Webcam 1080p,59.99,2,2025-03-15,mobile_app,United Kingdom
191,webbhannah@example.org,Monitor 27-inch,189.0,3,2025-07-13,mobile_app,United Kingdom
192,jaybryant@example.net,Wireless Mouse,19.99,2,2025-03-27,web,United Kingdom
193,davisashleigh@example.net,Phone Charger Cable,9.99,5,2025-03-04,marketplace,United Kingdom
194,nathan84@example.net,Mechanical Keyboard,79.99,5,2025-03-19,mobile_app,United Kingdom
195,careychloe@example.com,Phone Charger Cable,9.99,5,2025-03-29,web,United Kingdom
196,wross@example.com,Webcam 1080p,59.99,4,2025-07-19,mobile_app,United Kingdom
197,emily80@example.net,Bluetooth Speaker,39.99,5,2025-07-19,web,United Kingdom
198,bakernaomi@example.com,Noise Cancelling Headphones,149.99,5,2025-04-01,web,Aruba
199,amurray@example.net,Phone Charger Cable,9.99,2,2025-06-28,marketplace,Peru
200,powellnorman@example.com,Desk Lamp,24.99,-1,2025-01-07,web,United Kingdom
201,declan15@example.com,Bluetooth Speaker,39.99,4,2025-05-14,mobile_app,United Kingdom
202,richardsonpamela@example.com,Laptop Stand,45.0,1,2025-04-07,web,United Kingdom
203,mcarter@example.net,Phone Charger Cable,9.99,3,2025-06-04,mobile_app,United Kingdom
204,townsendstanley@example.net,Phone Charger Cable,9.99,1,2025-02-17,web,United Kingdom
205,geraldwalton@example.org,Noise Cancelling Headphones,149.99,2,2025-07-18,mobile_app,United Kingdom
206,cgraham@example.org,Phone Charger Cable,9.99,4,2025-01-30,web,United Kingdom
207,laurarowley@example.org,Laptop Stand,45.0,3,2025-04-06,web,United Kingdom
208,swaters@example.net,Bluetooth Speaker,39.99,5,2025-02-28,web,United Kingdom
209,conorharris@example.com,Laptop Stand,45.0,5,2025-03-23,web,United Kingdom
210,huntshannon@example.net,Mechanical Keyboard,79.99,3,2025-05-06,web,United Kingdom
211,marc66@example.org,USB-C Hub,34.5,5,2025-02-18,marketplace,United Kingdom
212,gavinnewton@example.net,Noise Cancelling Headphones,149.99,1,2025-04-09,marketplace,United Kingdom
213,ppowell@example.net,Wireless Mouse,19.99,5,2025-05-21,marketplace,United Kingdom
214,uphillips@example.net,Webcam 1080p,59.99,3,2025-05-27,marketplace,United Kingdom
215,osharpe@example.net,Monitor 27-inch,189.0,3,2025-05-24,web,United Kingdom
216,thomas47@example.org,Monitor 27-inch,189.0,1,2025-06-23,marketplace,United Kingdom
217,abdulclarke@example.org,Mechanical Keyboard,79.99,4,2025-06-29,mobile_app,United Kingdom
218,ynaylor@example.com,Mechanical Keyboard,79.99,3,2025-03-21,web,United Kingdom
219,traceymorris@example.com,Desk Lamp,24.99,1,2025-02-07,marketplace,United Kingdom
220,atkinsonemily@example.com,Wireless Mouse,19.99,3,2025-06-03,mobile_app,United Kingdom
221,williamsaaron@example.com,Noise Cancelling Headphones,149.99,1,2025-01-02,mobile_app,United Kingdom
222,louisblackburn@example.com,USB-C Hub,34.5,3,2025-01-28,web,United Kingdom
223,yboyle@example.com,Mechanical Keyboard,79.99,1,2025-01-07,mobile_app,United Kingdom
224,pamela41@example.com,Phone Charger Cable,9.99,1,2025-03-07,marketplace,United Kingdom
225,joshmitchell@example.org,Wireless Mouse,19.99,5,2025-02-10,mobile_app,United Kingdom
226,rcarter@example.com,Noise Cancelling Headphones,149.99,1,2025-03-21,mobile_app,United Kingdom
227,rfarmer@example.com,Desk Lamp,24.99,2,2025-02-07,marketplace,United Kingdom
228,geraldineking@example.org,Bluetooth Speaker,39.99,1,2025-04-04,marketplace,United Kingdom
229,jbrooks@example.org,Laptop Stand,45.0,5,2025-02-02,marketplace,United Kingdom
230,keithsmith@example.org,Bluetooth Speaker,39.99,5,2025-07-01,marketplace,United Kingdom
231,harrisjoe@example.org,Bluetooth Speaker,39.99,3,2025-01-31,marketplace,United Kingdom
232,hollyharris@example.com,Phone Charger Cable,9.99,2,2025-07-06,mobile_app,United Kingdom
233,uholland@example.com,Bluetooth Speaker,39.99,3,2025-04-21,web,United Kingdom
234,melanie65@example.net,USB-C Hub,34.5,5,2025-01-15,mobile_app,United Kingdom
235,sophie04@example.org,Monitor 27-inch,189.0,2,2025-03-02,marketplace,United Kingdom
236,icarter@example.com,Noise Cancelling Headphones,149.99,2,2025-07-03,marketplace,United Kingdom
237,guywilliams@example.com,Desk Lamp,24.99,2,2025-05-29,marketplace,United Kingdom
238,markbruce@example.org,Bluetooth Speaker,39.99,1,2025-05-05,web,United Kingdom
239,ccampbell@example.org,USB-C Hub,34.5,4,2025-05-29,mobile_app,United Kingdom
240,megan24@example.net,Desk Lamp,24.99,5,2025-04-11,web,United Kingdom
241,callen@example.org,Mechanical Keyboard,79.99,3,2025-03-19,web,United Kingdom
242,richardsongeorgia@example.net,Wireless Mouse,19.99,4,2025-05-27,mobile_app,United Kingdom
243,dominic60@example.com,Phone Charger Cable,9.99,3,2025-05-19,mobile_app,United Kingdom
244,ronaldkirby@example.com,Desk Lamp,24.99,4,2025-06-23,web,United Kingdom
245,scottrita@example.com,Laptop Stand,45.0,2,2025-05-11,marketplace,Dominica
246,,USB-C Hub,34.5,2,2025-07-07,mobile_app,United Kingdom
247,lukeheath@example.net,Bluetooth Speaker,39.99,1,2025-05-05,web,United Kingdom
248,ghall@example.org,Noise Cancelling Headphones,149.99,3,2025-02-20,marketplace,United Kingdom
249,shortkerry@example.net,Webcam 1080p,59.99,3,2025-04-14,mobile_app,United Kingdom
250,omorrison@example.net,USB-C Hub,34.5,2,2025-06-27,marketplace,United Kingdom
251,beverley09@example.net,Desk Lamp,24.99,4,2025-02-15,marketplace,United Kingdom
252,kingbenjamin@example.net,Desk Lamp,24.99,2,2025-06-23,mobile_app,United Kingdom
253,twilson@example.net,Noise Cancelling Headphones,149.99,2,2025-01-12,mobile_app,United Kingdom
254,june57@example.net,USB-C Hub,34.5,2,2025-01-15,mobile_app,United Kingdom
255,leah39@example.org,Monitor 27-inch,189.0,4,2025-07-07,mobile_app,United Kingdom
256,nicolapatterson@example.org,Wireless Mouse,19.99,1,2025-07-04,mobile_app,United Kingdom
257,lhumphreys@example.org,Monitor 27-inch,189.0,5,2025-03-11,web,United Kingdom
258,gilespauline@example.com,Noise Cancelling Headphones,149.99,4,2025-02-14,web,United Kingdom
259,chloe34@example.com,Desk Lamp,24.99,5,2025-05-22,marketplace,Singapore
260,ecraig@example.net,USB-C Hub,34.5,2,2025-01-14,web,United Kingdom
261,jackfleming@example.org,Wireless Mouse,19.99,4,2025-03-13,web,United Kingdom
262,kieranmarshall@example.net,Wireless Mouse,19.99,5,2025-06-26,marketplace,United Kingdom
263,tsaunders@example.com,Webcam 1080p,59.99,3,2025-03-01,web,United Kingdom
264,keith78@example.net,Monitor 27-inch,189.0,2,2025-03-06,marketplace,United Kingdom
265,omahmood@example.com,Monitor 27-inch,189.0,1,2025-02-07,web,Liechtenstein
266,,Laptop Stand,45.0,-1,2025-06-22,marketplace,United Kingdom
267,marshallkim@example.org,Wireless Mouse,19.99,5,2025-02-20,web,United Kingdom
268,xshah@example.com,Monitor 27-inch,189.0,5,2025-01-26,web,United Kingdom
269,lisa12@example.net,Desk Lamp,24.99,3,2025-02-10,web,United Kingdom
270,ben56@example.net,Webcam 1080p,59.99,2,2025-05-27,web,United Kingdom
271,lewisgemma@example.com,Phone Charger Cable,9.99,4,2025-02-16,marketplace,United Kingdom
272,frances69@example.org,Monitor 27-inch,189.0,3,2025-03-10,mobile_app,Sri Lanka
273,evansbeverley@example.org,Desk Lamp,24.99,1,2025-01-18,marketplace,United Kingdom
274,leeaustin@example.net,Webcam 1080p,59.99,5,2025-05-01,web,United Kingdom
275,myoung@example.net,Bluetooth Speaker,39.99,3,2025-05-09,marketplace,United Kingdom
276,fsharp@example.org,Bluetooth Speaker,39.99,3,2025-05-05,mobile_app,United Kingdom
277,dhowe@example.net,Noise Cancelling Headphones,149.99,5,2025-05-07,marketplace,Qatar
278,robertsvanessa@example.org,Webcam 1080p,59.99,4,2025-04-17,marketplace,Hungary
279,tpalmer@example.net,Bluetooth Speaker,39.99,2,2025-01-31,mobile_app,Tanzania
280,eileen44@example.org,USB-C Hub,34.5,5,2025-06-13,mobile_app,United Kingdom
281,rosemary93@example.com,Noise Cancelling Headphones,149.99,5,2025-01-02,mobile_app,United Kingdom
282,bryanroberts@example.org,Phone Charger Cable,9.99,4,2025-01-13,marketplace,United Kingdom
283,bradley33@example.org,Mechanical Keyboard,79.99,2,2025-05-18,mobile_app,United Kingdom
284,ballen@example.net,Desk Lamp,24.99,1,2025-05-27,mobile_app,United Kingdom
285,paula88@example.com,Mechanical Keyboard,79.99,1,2025-05-09,mobile_app,Sierra Leone
286,dcraig@example.org,Laptop Stand,45.0,5,2025-04-20,web,United Kingdom
287,bakermaurice@example.net,USB-C Hub,34.5,3,2025-06-29,mobile_app,United Kingdom
288,christianhunter@example.net,USB-C Hub,34.5,1,2025-05-03,marketplace,United Kingdom
289,reidsimon@example.com,Monitor 27-inch,189.0,-1,2025-06-12,mobile_app,United Kingdom
290,douglaspatrick@example.org,Wireless Mouse,19.99,3,2025-05-07,marketplace,United Kingdom
291,jjackson@example.net,Laptop Stand,45.0,3,2025-06-04,marketplace,United Kingdom
292,ronaldpugh@example.net,Noise Cancelling Headphones,149.99,3,2025-01-05,web,United Kingdom
293,ben56@example.com,Mechanical Keyboard,79.99,5,2025-05-28,mobile_app,United Kingdom
294,maureenbutler@example.org,USB-C Hub,34.5,3,2025-03-11,mobile_app,United Kingdom
295,kwhite@example.net,Desk Lamp,24.99,1,2025-05-01,mobile_app,United Kingdom
296,brownallan@example.net,Wireless Mouse,19.99,5,2025-02-09,web,United Kingdom
297,hopeellie@example.net,Mechanical Keyboard,79.99,5,2025-06-18,marketplace,United Kingdom
298,dennis81@example.org,Desk Lamp,24.99,4,2025-06-27,marketplace,United Kingdom
299,evansjenna@example.com,Laptop Stand,45.0,3,2025-03-24,web,United Kingdom
300,ymartin@example.org,Phone Charger Cable,9.99,5,2025-07-12,web,United Kingdom
301,parryvictor@example.com,Noise Cancelling Headphones,149.99,1,2025-01-11,web,United Kingdom
302,jmatthews@example.net,Laptop Stand,45.0,4,2025-03-29,web,United Kingdom
303,eclark@example.com,USB-C Hub,34.5,4,2025-06-04,web,United Kingdom
304,,Bluetooth Speaker,39.99,5,2025-06-19,marketplace,United Kingdom
305,martinmartyn@example.com,Mechanical Keyboard,79.99,3,2025-05-12,web,United Kingdom
306,danny31@example.net,Mechanical Keyboard,79.99,4,2025-06-13,web,United Kingdom
